id_master,c1,c2,stim,obs,obsc1,obsc2,stimlen,c1len,c2len,nparses,correctParse,ratingcmp,ratingC1,ratingC2,isPlural,nc1_cmp,nc2_cmp,nc1_cmpnoplural,nc2_cmpnoplural,sentiment_stim,sentiment_c1,sentiment_c2,sentimentprobpos_stim,sentimentprobpos_c1,sentimentprobpos_c2,sentimentprobneg_stim,sentimentprobneg_c1,sentimentprobneg_c2,sentimentratioposneg_stim,sentimentratioposneg_c1,sentimentratioposneg_c2,profanity_stim,profanity_c1,profanity_c2,isCommonstim,isCommonC1,isCommonC2,bg_boundary,bgJonesMewhort,bgSUBTLEX,bgFacebook,inSUBTLEX,inBLP,inELP,inJuhaszLaiWoodcock,c1_inELP,c1_inBrysbaert,c1_inWordnet,c1_inMMA,c2_inELP,c2_inBrysbaert,c2_inWordnet,c2_inMMA,LSAc1c2,LSAc1stim,LSAc2stim,stim_SLlg10wf,BLPbncfrequency,BLPbncfrequencymillion,BLPrt,elp_ld_rt,elp_naming_mean_rt,c1c2_snautCos,c1stim_snautCos,c2stim_snautCos,fbusfreq,fbukfreq,valence_stim,valence_c1,valence_c2,concreteness_stim,concreteness_c1,concreteness_c2,Juhasz_tran,st_c1_mean,st_c2_mean,Zipfvalue,c1_SLlg10wf,c2_SLlg10wf,c1_BLPbncfrequency,c1_BLPbncfrequencymillion,c2_BLPbncfrequency,c2_BLPbncfrequencymillion
6094,push,chairs,pushchairs,1,6,2,10,4,6,1,yes,58.037037,67.384613,81.07692,1,9,4,5,0,Positive,Negative,Positive,.39635709,.3527807,.46222228,.35563472,.47197101,.28119978,1.1145061,.83979118,1.4095213,False,False,False,0,1,0,hc,6.35,378,2542,0,1,0,0,1,0,1,1,1,0,0,1,.13,,,,47,.47,662.2285714285709,,,,,,.9,582.4,,5.2399998,5.7399998,,4.21,,,,,,3.5562,2.7033,3619,36.189999,2026,20.26
4092,high,chairs,highchairs,1,2,3,10,4,6,1,yes,85.214287,79.214287,94.14286,1,28,4,19,0,Positive,Positive,Positive,.39635709,.38161373,.46222228,.35563472,.36913666,.28119978,1.1145061,1.0737408,1.4095213,False,False,False,0,1,0,hc,6.35,378,2542,1,0,0,0,1,1,1,1,1,0,0,1,.15,,,.301,,,,,,,,,,,,5.8499999,5.7399998,,3.46,,,,,1.592864137808441,3.9976001,2.7033,38928,389.28,2026,20.26
8565,wheel,chairs,wheelchairs,1,6,4,11,5,6,1,yes,93.814812,85.5,89.769234,1,11,4,6,0,Positive,Negative,Positive,.39635709,.23390022,.46222228,.35563472,.39114627,.28119978,1.1145061,1.0133219,1.4095213,False,False,False,0,1,0,lc,8.44,14128,121915,1,1,0,0,1,1,1,1,1,0,0,1,.06,.11,.18,1.2304,189,1.89,607.7692307692309,,,,,,320.7,652.1,3.5999999,5.7399998,5.7399998,,4.86,,,,,2.522283063522734,3.1401999,2.7033,2623,26.23,2026,20.26
164,arm,chairs,armchairs,1,4,1,9,3,6,1,yes,70.896553,41.275864,93.965515,1,11,4,6,0,Positive,Negative,Positive,.39635709,.29789612,.46222228,.35563472,.5374977,.28119978,1.1145061,.73741168,1.4095213,False,False,False,0,1,0,mc,5.82,1049,1565,1,1,1,0,1,1,1,1,1,0,0,1,.16,.17,.36,.60210001,223,2.23,591.9473684210531,795.88,668.19,,,,17.4,312.4,5.5,5.5300002,5.7399998,,4.96,,,,,1.893894133472422,3.5234001,2.7033,9194,91.940002,2026,20.26
466,bed,chamber,bedchamber,1,4,1,10,3,7,1,yes,78.083336,84.416664,75.666664,0,38,1,22,1,Positive,Positive,Neutral,.39635709,.47556907,.33045784,.35563472,.41009119,.29547679,1.1145061,.96650964,1.3414153,False,False,False,1,1,1,dc,7.73,2213,44758,1,0,0,0,1,1,1,1,1,1,1,1,.16,.2,.19,1.1138999,,,,,,.81063998,.57132,.670542,,,,7.2199998,4.5999999,4.43,5,4.59,,,,2.405777494451296,3.9797001,2.8136001,15896,158.96001,2900,29
467,bed,chambers,bedchambers,1,5,1,11,3,8,1,yes,82.724136,82.379311,78.586205,1,38,1,22,0,Positive,Positive,Negative,.39635709,.47556907,.25002286,.35563472,.41009119,.49383941,1.1145061,.96650964,.80260319,False,False,False,0,1,0,dc,7.73,2213,44758,0,0,0,0,1,1,1,1,1,0,0,1,0,.09,.05,,,,,,,,,,,,,7.2199998,4.5999999,,5,,,,,,3.9797001,2.4728,15896,158.96001,1180,11.8
5870,plain,chant,plainchant,1,2,2,10,5,5,1,yes,26.153847,45.346153,48.76923,0,2,1,2,1,Positive,Negative,Positive,.39635709,.23758841,.35023949,.35563472,.58662778,.3467882,1.1145061,.67565346,1.1429371,False,False,False,1,1,1,nc,12.2,237870,3494460,0,1,0,0,1,1,1,1,1,1,1,1,.03,,,,15,.15000001,1216.25,,,.94126499,.934282,.54855603,,,,5.0500002,4.5500002,2.89,2.26,4,,,,,3.0469,2.0682001,4176,41.759998,394,3.9400001
16255,under,charge,undercharge,1,49,2,11,5,6,1,yes,,,,0,100,2,62,2,Positive,Positive,Negative,.39635709,.39635709,.24393055,.35563472,.35563472,.66352683,1.1145061,1.1145061,.59734899,False,False,False,1,1,1,rc,11.2,55437,877205,0,0,1,0,1,0,0,1,1,1,1,1,.13,,,,,,,885.47,637.15997,.76642698,.88420397,.64507401,1.8,7.6,,,4.5300002,2.27,3.45,2.96,,,,,4.1258001,3.6589999,61033,610.33002,10369,103.69
13535,over,charge,overcharge,1,122,4,10,4,6,1,yes,,,,0,129,2,87,2,Positive,Positive,Negative,.39635709,.39635709,.24393055,.35563472,.35563472,.66352683,1.1145061,1.1145061,.59734899,False,False,False,1,1,1,rc,11.2,55437,877205,1,0,1,0,1,0,1,1,1,1,1,1,.12,.05,.17,1.301,,,,708.22,624.56,.71954298,.93406099,.66059101,98.7,165.6,,,4.5300002,2.46,2.46,2.96,,3.5480001,4,2.592864137808441,4.8291998,3.6589999,132276,1322.76,10369,103.69
16256,under,charges,undercharges,1,64,2,12,5,7,1,yes,,,,1,100,2,62,0,Positive,Positive,Negative,.39635709,.39635709,.18750601,.35563472,.35563472,.47343761,1.1145061,1.1145061,.83718967,False,False,False,0,1,0,rc,11.2,55437,877205,0,0,0,0,1,0,0,1,1,0,0,1,.1,,,,,,,,,,,,,,,,4.5300002,,3.45,,,,,,4.1258001,3.1781001,61033,610.33002,6220,62.200001
13536,over,charges,overcharges,1,80,3,11,4,7,1,yes,,,,1,129,2,87,0,Positive,Positive,Negative,.39635709,.39635709,.18750601,.35563472,.35563472,.47343761,1.1145061,1.1145061,.83718967,False,False,False,0,1,0,rc,11.2,55437,877205,1,0,0,0,1,0,1,1,1,0,0,1,.06,,,.47710001,,,,,,,,,,,,,4.5300002,,2.46,,,,,1.768955396864122,4.8291998,3.1781001,132276,1322.76,6220,62.200001
2929,flow,chart,flowchart,1,3,1,9,4,5,1,yes,80.900002,62.5,89.199997,0,2,1,1,1,Positive,Negative,Neutral,.39635709,.28406814,.36028123,.35563472,.40761837,.25999048,1.1145061,.97237295,1.5245061,False,False,False,1,1,1,wc,6.09,253,3234,0,1,1,0,1,1,1,1,1,1,1,1,.1,.13,.37,,34,.34,648.71052631579,778.6900000000001,725.19,.77962101,.82182801,.73773003,7.3,8.5,,5.6799998,5.3499999,4.14,3.72,4.48,,4.5,5.1999998,,2.8462999,2.6847999,5244,52.439999,1702,17.02
2930,flow,charts,flowcharts,1,2,1,10,4,6,1,yes,77.681816,60.666668,91.714287,1,2,1,1,0,Positive,Negative,Positive,.39635709,.28406814,.35203186,.35563472,.40761837,.34599382,1.1145061,.97237295,1.1455612,False,False,False,0,1,0,wc,6.09,253,3234,0,1,0,0,1,1,1,1,1,0,0,1,.14,.12,.27,,12,.12,645.121212121212,,,,,,8.199999999999999,6.8,,5.6799998,5.3499999,,3.72,,,,,,2.8462999,2.5237,5244,52.439999,1160,11.6
7463,steeple,chase,steeplechase,1,1,1,12,7,5,1,yes,32.027027,52.783783,46.891891,0,5,1,3,1,Positive,Positive,Positive,.39635709,.39635709,.4525221,.35563472,.35563472,.30754432,1.1145061,1.1145061,1.2887803,False,False,False,1,1,1,ec,12.4,327286,5493910,1,0,1,0,1,1,1,1,1,1,1,1,.11,,,.90310001,,,,838.6,941.5,.80391097,.76996201,.82338399,,,,5.6500001,3.7,4.21,4.74,3.48,,3.355,2.767,2.194924129136403,1.3424,3.2237999,108,1.08,1481,14.81
7464,steeple,chaser,steeplechaser,1,4,1,13,7,6,1,yes,45.919998,57.439999,51.959999,0,5,1,3,1,Positive,Positive,Positive,.39635709,.39635709,.39635709,.35563472,.35563472,.35563472,1.1145061,1.1145061,1.1145061,False,False,False,1,1,1,ec,12.4,327286,5493910,1,0,0,0,1,1,1,1,1,1,1,1,-.03,,,.47710001,,,,,,.86874998,.84076798,.80568397,,,,5.6500001,4.8299999,3.36,4.74,3.35,,,,1.768955396864122,1.3424,1.8261,108,1.08,97,.97000003
7465,steeple,chases,steeplechases,1,3,1,13,7,6,1,yes,50.041668,49.304348,45.304348,1,5,1,3,0,Positive,Positive,Positive,.39635709,.39635709,.39635709,.35563472,.35563472,.35563472,1.1145061,1.1145061,1.1145061,False,False,False,0,1,0,ec,12.4,327286,5493910,0,0,0,0,1,1,1,1,1,0,0,1,-.03,,,,,,,,,,,,,,,5.6500001,3.7,,4.74,,,,,,1.3424,1.8195,108,1.08,159,1.59
1515,chit,chat,chitchat,1,1,1,8,4,4,1,yes,48.392857,24.357143,78.14286,0,2,4,1,4,Positive,Positive,Positive,.39635709,.39635709,.60054636,.35563472,.35563472,.14379911,1.1145061,1.1145061,2.756325,False,False,False,1,1,1,tc,9.81,75933,1945869,1,1,1,0,1,0,1,1,1,1,1,1,.08,,,1.8325,8,.079999998,735.88,918.88,768.70001,.44248101,.55230999,.50040299,88.59999999999999,127.4,6.0500002,,5.75,3.11,3.68,3.66,,2.9679999,5.3330002,3.124343054850696,1.1761,2.9196,64,.63999999,1310,13.1
7540,stone,chat,stonechat,1,5,2,9,5,4,1,yes,32.916668,35.666668,50.916668,0,14,4,13,4,Positive,Neutral,Positive,.39635709,.32399529,.60054636,.35563472,.27916357,.14379911,1.1145061,1.4198023,2.756325,False,False,False,0,1,1,ec,12.4,327286,5493910,0,0,0,0,1,1,1,1,1,1,1,1,.14,,,,,,,,,.97681898,.878766,.77332902,,,,4.8400002,5.75,3.4,4.72,3.66,,,,,3.3166001,2.9196,8249,82.489998,1310,13.1
218,back,chat,backchat,1,50,4,8,4,4,1,yes,37.48,43.400002,62.639999,0,84,4,54,4,Positive,Positive,Positive,.39635709,.43440554,.60054636,.35563472,.37489992,.14379911,1.1145061,1.0572344,2.756325,False,False,False,1,1,1,kc,4.55,123,786,1,1,0,0,1,0,1,1,1,1,1,1,.33,,,.301,25,.25,753.807692307692,,,.71761101,.83671099,.800749,1.8,84.09999999999999,,4.8000002,5.75,2.76,4.33,3.66,,,,1.592864137808441,5.0106001,2.9196,102327,1023.27,1310,13.1
8577,whin,chat,whinchat,1,2,3,8,4,4,1,yes,29.533333,33.433334,52.066666,0,3,4,3,4,Positive,Positive,Positive,.39635709,.39635709,.60054636,.35563472,.35563472,.14379911,1.1145061,1.1145061,2.756325,False,False,False,0,0,1,nc,12.2,237870,3494460,0,0,0,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,.80131698,,,,,5.75,1.8,,3.66,,,,,,2.9196,50,.5,1310,13.1
1516,chit,chats,chitchats,1,2,1,9,4,5,1,yes,44.560001,38.040001,76.199997,1,2,1,1,0,Positive,Positive,Positive,.39635709,.39635709,.44718233,.35563472,.35563472,.30379736,1.1145061,1.1145061,1.3046758,False,False,False,0,1,0,tc,9.81,75933,1945869,0,0,0,0,1,0,1,1,0,0,0,1,-.04,,,,,,,,,,,,,,,,5.75,,3.68,,,,,,1.1761,1.3617001,64,.63999999,115,1.15
8657,wind,cheater,windcheater,1,10,1,11,4,7,1,yes,43.958332,53.541668,54.666668,0,29,1,15,1,Positive,Negative,Positive,.39635709,.30070168,.39635709,.35563472,.39601752,.35563472,1.1145061,1.0008575,1.1145061,False,False,False,1,1,1,dc,7.73,2213,44758,1,0,0,0,1,1,1,1,0,1,1,1,.02,,,.301,,,,,,.874825,.78132403,1.02825,,,,5.5300002,2.9000001,,3.93,2.1,,,,1.592864137808441,3.4813001,2.0414,7660,76.599998,,
8658,wind,cheaters,windcheaters,1,13,1,12,4,8,1,yes,35.6875,49.553192,46.723404,1,29,1,15,0,Positive,Negative,Positive,.39635709,.30070168,.39635709,.35563472,.39601752,.35563472,1.1145061,1.0008575,1.1145061,False,False,False,0,1,0,dc,7.73,2213,44758,0,0,0,0,1,1,1,1,0,0,0,1,.02,,,,,,,,,,,,,,,5.5300002,2.9000001,,3.93,,,,,,3.4813001,1.5682,7660,76.599998,,
2021,cross,check,crosscheck,1,24,1,10,5,5,1,yes,61.931034,59.655174,67.793106,0,39,2,23,2,Positive,Neutral,Positive,.39635709,.33418509,.61912715,.35563472,.19432493,.13843548,1.1145061,2.0396616,2.8631177,False,False,False,1,1,1,sc,11.1,116824,1700885,1,0,1,0,1,0,1,1,1,0,1,1,.06,,,.699,,,,890.97,671.56,.79842198,.94523603,.74561101,4.6,1.7,,5.5300002,6.5,2.89,4.44,4.11,,3.563,4.8390002,1.990804146480479,3.4484,4.1532001,7556,75.559998,7289,72.889999
5672,pay,check,paycheck,1,8,2,8,3,5,1,yes,77.413795,90.275864,61.137932,0,18,2,10,2,Negative,Negative,Positive,.38619918,.21095057,.61912715,.41105744,.59699488,.13843548,.93952608,.64690536,2.7897413,False,False,False,1,1,1,yc,8.48,8177,57592,1,0,1,0,1,0,1,1,1,0,1,1,.21,.5600000000000001,.4,2.3404,,,,694.3200000000001,603.85999,.69867802,.60326099,.70022202,7805.4,354.9,7.5999999,6.1999998,6.5,4.41,3.54,4.11,,5.4060001,3.7190001,3.632278256984578,4.1135001,4.1532001,22023,220.23,7289,72.889999
5673,pay,checks,paychecks,1,9,2,9,3,6,1,yes,68.909088,86.380951,67.85714,1,18,2,10,0,Positive,Negative,Neutral,.39635709,.21095057,.27426225,.35563472,.59699488,.32223028,1.1145061,.6639204,1.2300429,False,False,False,0,1,0,yc,8.48,8177,57592,1,0,0,0,1,0,1,1,1,0,0,1,.27,.45,.55,1.6232001,,,,,,,,,,,7.5999999,6.1999998,6.5,,3.54,,,,,2.91508343254236,4.1135001,2.8808,22023,220.23,1207,12.07
2022,cross,checks,crosschecks,1,16,1,11,5,6,1,yes,59.363636,61.333332,68.272728,1,39,2,23,0,Positive,Neutral,Neutral,.39635709,.33418509,.27426225,.35563472,.19432493,.32223028,1.1145061,2.0396616,1.2300429,False,False,False,0,1,0,sc,11.1,116824,1700885,0,0,0,0,1,0,1,1,1,0,0,1,.02,,,,,,,,,,,,,,,5.5300002,6.5,,4.44,,,,,,3.4484,2.8808,7556,75.559998,1207,12.07
3920,head,cheese,headcheese,1,41,1,10,4,6,1,yes,30.205128,38.974358,51.128204,0,73,1,45,1,Positive,Negative,Neutral,.39635709,.26069468,.41883346,.35563472,.42028478,.10917282,1.1145061,.94306791,3.6305473,False,False,False,1,1,1,dc,7.73,2213,44758,1,0,1,0,1,1,1,1,1,1,1,1,.08,,,.301,,,,948.42,902.03998,.83255899,.85927898,.85075599,2.7,.8,,5.75,7.21,4.26,4.75,4.7,,2.9679999,3.5309999,1.592864137808441,4.2775998,3.2993,37906,379.06,2589,25.889999
1521,choke,cherries,chokecherries,1,4,1,13,5,8,1,yes,42.904762,24.190475,74.14286,1,5,1,4,0,Positive,Positive,Negative,.39635709,.43023986,.34584886,.35563472,.40385234,.38935348,1.1145061,.9814406,1.0179877,False,False,False,0,1,0,ec,12.4,327286,5493910,1,0,0,0,1,0,1,1,1,0,0,1,.14,0,.3,.301,,,,,,,,,,,,2.4200001,6.8899999,,3.97,,,,,1.592864137808441,2.5197999,2.0043001,262,2.6199999,230,2.3
1522,choke,cherry,chokecherry,1,1,1,11,5,6,1,yes,41.964287,34.714287,73.464287,0,5,1,4,1,Positive,Positive,Positive,.39635709,.43023986,.61882353,.35563472,.40385234,.14656888,1.1145061,.9814406,2.7042377,False,False,False,1,1,1,ec,12.4,327286,5493910,1,0,0,0,1,0,1,1,1,1,1,1,.05,.04,-.06,.301,,,,,,.85633099,.91982597,.72540897,,,,2.4200001,6.8899999,4.3,3.97,4.62,,,,1.592864137808441,2.5197999,2.8413999,262,2.6199999,866,8.6599998
13918,pea,chick,peachick,1,6,2,8,3,5,1,yes,34.185184,60.370369,38.444443,0,10,1,6,1,Positive,Positive,Positive,.39635709,.52515388,.51843446,.35563472,.22251768,.26231417,1.1145061,1.7812386,1.5110015,False,False,False,0,1,1,ac,12.2,458653,7751610,0,0,0,0,1,1,1,1,1,1,1,1,.01,,,,,,,,,.80296499,,,,,,6,5.9000001,,4.9,4.93,,,,,2.3010001,3.1255,173,1.73,311,3.1099999
5343,necker,chief,neckerchief,1,2,1,11,6,5,1,yes,24.114286,44.371429,28.942858,0,2,1,1,1,Positive,Positive,Neutral,.39635709,.39635709,.22296637,.35563472,.35563472,.22310643,1.1145061,1.1145061,1.7765381,False,False,False,1,0,1,rc,11.2,55437,877205,1,0,1,0,0,0,1,0,1,1,1,1,.06,.06,.1,.47710001,,,,1180,950.25,,,.747967,,,,,5.6500001,4.5,,4.26,,,,1.768955396864122,.60210001,3.5992,,,11371,113.71
5344,necker,chiefs,neckerchiefs,1,1,1,12,6,6,1,yes,41.931034,50.344826,48.827587,1,2,1,1,0,Positive,Positive,Positive,.39635709,.39635709,.47939679,.35563472,.35563472,.23983529,1.1145061,1.1145061,1.652622,False,False,False,0,0,0,rc,11.2,55437,877205,0,0,0,0,0,0,1,0,1,0,0,1,.03,-.01,.03,,,,,,,,,,,,,,5.6500001,,,,,,,,.60210001,2.3856001,,,941,9.4099998
3380,god,child,godchild,1,8,4,8,3,5,1,yes,33.729729,25.243244,87.918922,0,14,5,7,5,Positive,Positive,Negative,.39635709,.65220261,.39298818,.35563472,.11090448,.4137446,1.1145061,3.5738599,.95797527,False,False,False,1,1,1,dc,7.73,2213,44758,1,1,1,0,1,0,1,1,1,1,1,1,.1,,,.47710001,8,.079999998,803.7,877.8,737.53998,.63132298,.69843102,.64872301,290.5,124,,5.9699998,7.2800002,3.65,2.07,4.78,,2.5,4.2189999,1.768955396864122,4.6633,3.9052999,23747,237.47,24397,243.97
6579,school,child,schoolchild,1,22,1,11,6,5,1,yes,89.409088,90.954544,89.090912,0,31,5,17,5,Positive,Positive,Negative,.39635709,.48435023,.39298818,.35563472,.25868782,.4137446,1.1145061,1.5321831,.95797527,False,False,False,1,1,1,lc,8.44,14128,121915,1,0,0,0,1,1,1,1,1,1,1,1,.18,0,.36,.47710001,,,,,,.68454599,.67650902,.61530101,,,,5.6999998,7.2800002,4.76,4.79,4.78,,,,1.768955396864122,4.2301998,3.9052999,37541,375.41,24397,243.97
7473,step,child,stepchild,1,17,5,9,4,5,1,yes,42.424999,22.549999,88.75,0,5,5,4,5,Positive,Positive,Negative,.39635709,.39926893,.39298818,.35563472,.21348979,.4137446,1.1145061,1.8565623,.95797527,False,False,False,1,1,1,pc,5.74,1002,36081,1,1,1,0,1,0,1,1,1,1,1,1,.1,,,.90310001,6,.059999999,769.576923076923,771.85,786.96002,.786201,.81492501,.57077599,92.3,20.4,,5.5999999,7.2800002,4.33,4.54,4.78,,2.4000001,5,2.194924129136403,3.7820001,3.9052999,8826,88.260002,24397,243.97
3442,grand,child,grandchild,1,29,2,10,5,5,1,yes,45.650002,30.625,86.25,0,29,5,15,5,Positive,Positive,Negative,.39635709,.50471169,.39298818,.35563472,.2139955,.4137446,1.1145061,1.8521749,.95797527,False,False,False,1,1,1,dc,7.73,2213,44758,1,1,1,0,1,1,1,1,1,1,1,1,.1,.09,.11,1.8976001,113,1.13,668.305555555556,772.9,642.64001,.84420002,.83543402,.45769799,3728.2,4536.5,7.0500002,6.4699998,7.2800002,4.26,1.67,4.78,,2.3329999,4.7740002,3.189461233434901,3.5072,3.9052999,5690,56.900002,24397,243.97
928,brain,child,brainchild,1,6,3,10,5,5,1,yes,50.153847,56.282051,63.128204,0,13,5,10,5,Positive,Positive,Negative,.39635709,.36490345,.39298818,.35563472,.28876474,.4137446,1.1145061,1.3725952,.95797527,False,False,False,1,1,1,nc,12.2,237870,3494460,1,1,1,0,1,1,1,1,1,1,1,1,.04,.01,.03,1.0792,131,1.3099999,806.904761904762,798.91,708,.76718497,.948156,.967242,48.4,45.8,,6.1199999,7.2800002,2.55,4.69,4.78,,4.1290002,3.75,2.371015388192085,3.5943,3.9052999,4767,47.669998,24397,243.97
3443,grand,children,grandchildren,1,11,3,13,5,8,1,yes,50.870968,33.580647,89.032257,1,29,4,15,0,Positive,Positive,Negative,.55379969,.50471169,.35144851,.25500932,.2139955,.43545046,2.171684,2.5879035,1.2717857,False,False,False,0,1,0,dc,7.73,2213,44758,1,0,1,0,1,1,1,1,1,1,0,1,.09,.11,.52,2.2988999,,,,849.04,670.26001,.87576902,,,17923.8,23678.2,7.0500002,6.4699998,6.5300002,,1.67,4.89,,,,3.590687218554167,3.5072,3.9509001,5690,56.900002,46608,466.07999
6580,school,children,schoolchildren,1,2,2,14,6,8,1,yes,92.699997,84.800003,91.5,1,31,4,17,0,Positive,Positive,Negative,.39635709,.48435023,.35144851,.35563472,.25868782,.43545046,1.1145061,1.5321831,.91022313,False,False,False,0,1,0,lc,8.44,14128,121915,1,0,1,0,1,1,1,1,1,1,0,1,.33,.41,.41,1.301,,,,884,800.26001,.66402298,,,56.6,241.1,,5.6999998,6.5300002,,4.79,4.89,,,,2.592864137808441,4.2301998,3.9509001,37541,375.41,46608,466.07999
929,brain,children,brainchildren,1,2,5,13,5,8,1,yes,52.19355,59.548386,74.838707,1,13,4,10,0,Positive,Positive,Negative,.39635709,.36490345,.35144851,.35563472,.28876474,.43545046,1.1145061,1.3725952,.91022313,False,False,False,0,1,0,nc,12.2,237870,3494460,0,0,0,0,1,1,1,1,1,1,0,1,.04,,,,,,,,,.86204398,,,,,,6.1199999,6.5300002,,4.69,4.89,,,,,3.5943,3.9509001,4767,47.669998,46608,466.07999
3381,god,children,godchildren,1,10,4,11,3,8,1,yes,45.962963,37.814816,73.296295,1,14,4,7,0,Positive,Positive,Negative,.39635709,.65220261,.35144851,.35563472,.11090448,.43545046,1.1145061,3.5738599,.91022313,False,False,False,0,1,0,dc,7.73,2213,44758,1,0,0,0,1,0,1,1,1,1,0,1,.08,.06,-.01,.301,,,,,,.63526797,,,,,,5.9699998,6.5300002,,2.07,4.89,,,,1.592864137808441,4.6633,3.9509001,23747,237.47,46608,466.07999
6152,radio,chlorine,radiochlorine,1,16,1,13,5,8,1,yes,44.42857,45.642857,66,0,4,1,4,1,Positive,Positive,Negative,.39635709,.39797735,.20653039,.35563472,.29623419,.61432511,1.1145061,1.3379856,.64519107,False,False,False,0,1,1,oc,11.2,109659,1590161,0,0,1,0,1,1,1,1,1,1,1,1,.02,,,,,,,1261.22,1063.59,.95129901,,,,,,6.2800002,3.8,,4.74,4.5,,,,,3.5952001,1.5911,,,394,3.9400001
7664,sun,choke,sunchoke,1,36,1,8,3,5,1,yes,28.892857,59.07143,37.857143,0,58,1,37,1,Positive,Positive,Positive,.39635709,.61949277,.43023986,.35563472,.18057637,.40385234,1.1145061,2.1949556,.9814406,False,False,False,0,1,1,nc,12.2,237870,3494460,0,0,0,0,1,1,1,1,1,0,1,1,.07,,,,,,,,,.947317,,,,,,7.0500002,2.4200001,,4.83,3.97,,,,,3.5506999,2.5197999,11526,115.26,262,2.6199999
4144,hog,choker,hogchoker,1,2,1,9,3,6,1,yes,44.633335,59.033333,52,0,6,1,5,1,Positive,Positive,Positive,.39635709,.4892799,.39635709,.35563472,.29489261,.35563472,1.1145061,1.3440727,1.1145061,False,False,False,0,1,1,gc,3.58,20,7,0,0,0,0,1,1,1,1,1,1,1,1,.07,,,,,,,,,.98617899,,,,,,4.6799998,,,4.66,4.31,,,,,2.4182999,1.2041,145,1.45,29,.28999999
1,acetyl,choline,acetylcholine,1,1,1,13,6,7,1,yes,54.625,75.208336,69.166664,0,1,1,1,1,Positive,Positive,Positive,.39635709,.39635709,.39635709,.35563472,.35563472,.35563472,1.1145061,1.1145061,1.1145061,False,False,False,0,0,1,lc,8.44,14128,121915,1,0,0,0,0,0,1,0,0,0,1,1,.59,.39,.73,.90310001,,,,,,.39585501,.38302201,.426341,,,,,,4,2.71,,,,,2.194924129136403,.47710001,.301,,,,
4624,lamb,chop,lambchop,1,6,2,8,4,4,1,yes,72.466667,87.566666,64.23333,0,4,2,3,2,Positive,Positive,Neutral,.39635709,.4984405,.27783179,.35563472,.15469748,.18113174,1.1145061,2.5621431,2.1882255,False,False,False,0,1,1,bc,6.57,566,3263,0,0,0,0,1,1,1,1,1,1,1,1,.26,.06,.1,,,,,,,.598966,,,,,,6.3200002,4.5999999,,4.97,4.48,,,,,2.7348001,2.842,1681,16.809999,561,5.6100001
5981,pork,chop,porkchop,1,2,1,8,4,4,1,yes,78.208336,96.333336,56.208332,0,3,2,3,2,Positive,Neutral,Neutral,.39635709,.35347554,.27783179,.35563472,.11070082,.18113174,1.1145061,3.5804348,2.1882255,False,False,False,0,1,1,kc,4.55,123,786,1,0,0,0,1,1,1,1,1,1,1,1,.18,,,.60210001,,,,,,.56164402,,,,,,4.9400001,4.5999999,,4.79,4.48,,,,1.893894133472422,2.7307999,2.842,586,5.8600001,561,5.6100001
14965,rock,chuck,rockchuck,1,7,1,9,4,5,1,yes,40.833332,58.533333,46.799999,0,7,2,7,2,Positive,Positive,Positive,.39635709,.54458511,.56872463,.35563472,.2061322,.13582595,1.1145061,1.9228295,2.9181249,False,False,False,0,1,1,kc,4.55,123,786,0,0,0,0,1,1,1,1,1,0,1,1,.02,,,,,,,,,.81972301,,,,,,5.6199999,4.8899999,,4.91,3.82,,,,,3.6429999,3.0402,6778,67.779999,669,6.6900001
8746,wood,chuck,woodchuck,1,36,2,9,4,5,1,yes,63.5,64.5,43.041668,0,39,2,26,2,Positive,Negative,Positive,.39635709,.34308884,.56872463,.35563472,.36215571,.13582595,1.1145061,1.0944383,2.9181249,False,False,False,1,1,1,dc,7.73,2213,44758,1,0,0,0,1,1,1,1,1,0,1,1,.26,.11,.02,1.2553,,,,,,.90240198,.507599,.64147002,,,,5.9000001,4.8899999,4.89,4.85,3.82,,,,2.547106647247766,3.1392,3.0402,7357,73.57,669,6.6900001
8747,wood,chucks,woodchucks,1,38,1,10,4,6,1,yes,42.035713,72.321426,33.75,1,39,1,26,0,Positive,Negative,Positive,.39635709,.34308884,.39635709,.35563472,.36215571,.35563472,1.1145061,1.0944383,1.1145061,False,False,False,0,1,0,dc,7.73,2213,44758,1,0,0,0,1,1,1,1,0,0,0,1,,.09,,.301,,,,,,,,,,,,5.9000001,4.8899999,,4.85,,,,,1.592864137808441,3.1392,1.1138999,7357,73.57,30,.30000001
4420,iron,clad,ironclad,1,3,1,8,4,4,1,yes,70.827583,81.517242,62.206898,0,12,1,9,1,Positive,Negative,Positive,.39635709,.26058969,.39541844,.35563472,.38448745,.37681931,1.1145061,1.0308713,1.0518492,False,False,False,1,1,1,nc,12.2,237870,3494460,1,0,1,0,1,1,1,1,1,0,0,1,.19,.03,.01,1.4313999,,,,874.5700000000001,790.59003,.73206103,.72105598,.84073901,,,5,5.1399999,,2.59,4.59,2.96,,3.8710001,3.533,2.723197906303447,2.9619,1.0414,4750,47.5,380,3.8
